State,District,Market,Commodity,Arrival_Date,Min_Price,Max_Price,Modal_Price
Maharashtra,Pune,Pune APMC,Tomato,25/01/2026,1880,2207,2043
Maharashtra,Pune,Pune APMC,Tomato,26/01/2026,1927,2262,2095
Maharashtra,Pune,Pune APMC,Tomato,27/01/2026,2041,2396,2219
Maharashtra,Pune,Pune APMC,Tomato,28/01/2026,1963,2304,2133
Maharashtra,Pune,Pune APMC,Tomato,29/01/2026,1938,2275,2106
Maharashtra,Pune,Pune APMC,Tomato,30/01/2026,1862,2186,2024
Maharashtra,Pune,Pune APMC,Tomato,31/01/2026,1808,2123,1965
Maharashtra,Pune,Pune APMC,Tomato,01/02/2026,1920,2254,2087
Maharashtra,Pune,Pune APMC,Tomato,02/02/2026,1964,2305,2134
Maharashtra,Pune,Pune APMC,Tomato,03/02/2026,2134,2505,2319
Maharashtra,Pune,Pune APMC,Tomato,04/02/2026,1988,2334,2161
Maharashtra,Pune,Pune APMC,Tomato,05/02/2026,2070,2430,2250
Maharashtra,Pune,Pune APMC,Tomato,06/02/2026,1939,2276,2107
Maharashtra,Pune,Pune APMC,Tomato,07/02/2026,1880,2207,2043
Maharashtra,Pune,Pune APMC,Tomato,08/02/2026,1904,2235,2069
Maharashtra,Pune,Pune APMC,Tomato,09/02/2026,1929,2265,2097
Maharashtra,Pune,Pune APMC,Tomato,10/02/2026,2193,2574,2383
Maharashtra,Pune,Pune APMC,Tomato,11/02/2026,1928,2263,2095
Maharashtra,Pune,Pune APMC,Tomato,12/02/2026,2082,2444,2263
Maharashtra,Pune,Pune APMC,Tomato,13/02/2026,1927,2262,2095
Maharashtra,Pune,Pune APMC,Tomato,14/02/2026,2098,2462,2280
Maharashtra,Pune,Pune APMC,Tomato,15/02/2026,2051,2408,2229
Maharashtra,Pune,Pune APMC,Tomato,16/02/2026,2005,2354,2179
Maharashtra,Pune,Pune APMC,Tomato,17/02/2026,2019,2370,2194
Maharashtra,Pune,Pune APMC,Tomato,18/02/2026,1966,2308,2137
Maharashtra,Pune,Pune APMC,Tomato,19/02/2026,2069,2429,2249
Maharashtra,Pune,Pune APMC,Tomato,20/02/2026,1990,2337,2163
Maharashtra,Pune,Pune APMC,Tomato,21/02/2026,1923,2258,2090
Maharashtra,Pune,Pune APMC,Tomato,22/02/2026,1921,2255,2088
Maharashtra,Pune,Pune APMC,Tomato,23/02/2026,2056,2414,2235
Maharashtra,Pune,Pune APMC,Tomato,24/02/2026,2187,2568,2377
Maharashtra,Pune,Pune APMC,Tomato,25/02/2026,2061,2419,2240
Maharashtra,Pune,Pune APMC,Tomato,26/02/2026,2038,2392,2215
Maharashtra,Pune,Pune APMC,Tomato,27/02/2026,2077,2439,2258
Maharashtra,Nashik,Nashik APMC,Tomato,01/09/2025,1671,1962,1817
Maharashtra,Nashik,Nashik APMC,Tomato,02/09/2025,1572,1845,1709
Maharashtra,Nashik,Nashik APMC,Tomato,03/09/2025,1513,1777,1645
Maharashtra,Nashik,Nashik APMC,Tomato,04/09/2025,1647,1934,1790
Maharashtra,Nashik,Nashik APMC,Tomato,05/09/2025,1584,1860,1722
Maharashtra,Nashik,Nashik APMC,Tomato,06/09/2025,1682,1974,1828
Maharashtra,Nashik,Nashik APMC,Tomato,07/09/2025,1559,1830,1694
Maharashtra,Nashik,Nashik APMC,Tomato,08/09/2025,1431,1680,1555
Maharashtra,Nashik,Nashik APMC,Tomato,09/09/2025,1416,1663,1540
Maharashtra,Nashik,Nashik APMC,Tomato,10/09/2025,1685,1978,1831
Maharashtra,Nashik,Nashik APMC,Tomato,11/09/2025,1690,1984,1837
Maharashtra,Nashik,Nashik APMC,Tomato,12/09/2025,1518,1782,1650
Maharashtra,Nashik,Nashik APMC,Tomato,13/09/2025,1498,1759,1629
Maharashtra,Nashik,Nashik APMC,Tomato,14/09/2025,1662,1951,1806
Maharashtra,Nashik,Nashik APMC,Tomato,15/09/2025,1431,1680,1555
Maharashtra,Nashik,Nashik APMC,Tomato,16/09/2025,1449,1701,1575
Maharashtra,Nashik,Nashik APMC,Tomato,17/09/2025,1585,1861,1723
Maharashtra,Nashik,Nashik APMC,Tomato,18/09/2025,1491,1751,1621
Maharashtra,Nashik,Nashik APMC,Tomato,19/09/2025,1525,1790,1658
Maharashtra,Nashik,Nashik APMC,Tomato,20/09/2025,1510,1773,1641
Maharashtra,Nashik,Nashik APMC,Tomato,21/09/2025,1554,1824,1689
Maharashtra,Nashik,Nashik APMC,Tomato,22/09/2025,1649,1936,1793
Maharashtra,Nashik,Nashik APMC,Tomato,23/09/2025,1531,1797,1664
Maharashtra,Nashik,Nashik APMC,Tomato,24/09/2025,1580,1854,1717
Maharashtra,Nashik,Nashik APMC,Tomato,25/09/2025,1338,1571,1455
Maharashtra,Nashik,Nashik APMC,Tomato,26/09/2025,1517,1781,1649
Maharashtra,Nashik,Nashik APMC,Tomato,27/09/2025,1445,1697,1571
Maharashtra,Nashik,Nashik APMC,Tomato,28/09/2025,1412,1657,1534
Maharashtra,Nashik,Nashik APMC,Tomato,29/09/2025,1442,1693,1567
Maharashtra,Nashik,Nashik APMC,Tomato,30/09/2025,1490,1750,1620
Maharashtra,Nashik,Nashik APMC,Tomato,01/10/2025,1602,1881,1741
Maharashtra,Nashik,Nashik APMC,Tomato,02/10/2025,1402,1645,1524
Maharashtra,Nashik,Nashik APMC,Tomato,03/10/2025,1523,1788,1656
Maharashtra,Nashik,Nashik APMC,Tomato,04/10/2025,1477,1734,1606
Maharashtra,Nashik,Nashik APMC,Tomato,05/10/2025,1492,1751,1621
Maharashtra,Nashik,Nashik APMC,Tomato,06/10/2025,1611,1891,1751
Maharashtra,Nashik,Nashik APMC,Tomato,07/10/2025,1570,1843,1706
Maharashtra,Nashik,Nashik APMC,Tomato,08/10/2025,1642,1927,1785
Maharashtra,Nashik,Nashik APMC,Tomato,09/10/2025,1509,1772,1640
Maharashtra,Nashik,Nashik APMC,Tomato,10/10/2025,1461,1716,1588
Maharashtra,Nashik,Nashik APMC,Tomato,11/10/2025,1504,1766,1635
Maharashtra,Nashik,Nashik APMC,Tomato,12/10/2025,1547,1816,1681
Maharashtra,Nashik,Nashik APMC,Tomato,13/10/2025,1542,1810,1676
Maharashtra,Nashik,Nashik APMC,Tomato,14/10/2025,1430,1679,1555
Maharashtra,Nashik,Nashik APMC,Tomato,15/10/2025,1536,1804,1670
Maharashtra,Nashik,Nashik APMC,Tomato,16/10/2025,1550,1819,1685
Maharashtra,Nashik,Nashik APMC,Tomato,17/10/2025,1756,2061,1908
Maharashtra,Nashik,Nashik APMC,Tomato,18/10/2025,1700,1995,1848
Maharashtra,Nashik,Nashik APMC,Tomato,19/10/2025,1457,1710,1584
Maharashtra,Nashik,Nashik APMC,Tomato,20/10/2025,1509,1772,1640
Maharashtra,Nashik,Nashik APMC,Tomato,21/10/2025,1405,1650,1528
Maharashtra,Nashik,Nashik APMC,Tomato,22/10/2025,1485,1743,1614
Maharashtra,Nashik,Nashik APMC,Tomato,23/10/2025,1568,1841,1704
Maharashtra,Nashik,Nashik APMC,Tomato,24/10/2025,1649,1936,1793
Maharashtra,Nashik,Nashik APMC,Tomato,25/10/2025,1478,1735,1607
Maharashtra,Nashik,Nashik APMC,Tomato,26/10/2025,1487,1745,1616
Maharashtra,Nashik,Nashik APMC,Tomato,27/10/2025,1355,1591,1473
Maharashtra,Nashik,Nashik APMC,Tomato,28/10/2025,1535,1802,1668
Maharashtra,Nashik,Nashik APMC,Tomato,29/10/2025,1456,1710,1583
Maharashtra,Nashik,Nashik APMC,Tomato,30/10/2025,1506,1768,1637
Maharashtra,Nashik,Nashik APMC,Tomato,31/10/2025,1477,1734,1606
Maharashtra,Nashik,Nashik APMC,Tomato,01/11/2025,1550,1819,1684
Maharashtra,Nashik,Nashik APMC,Tomato,02/11/2025,1403,1647,1525
Maharashtra,Nashik,Nashik APMC,Tomato,03/11/2025,1432,1681,1556
Maharashtra,Nashik,Nashik APMC,Tomato,04/11/2025,1756,2061,1909
Maharashtra,Nashik,Nashik APMC,Tomato,05/11/2025,1453,1706,1579
Maharashtra,Nashik,Nashik APMC,Tomato,06/11/2025,1473,1729,1601
Maharashtra,Nashik,Nashik APMC,Tomato,07/11/2025,1738,2040,1889
Maharashtra,Nashik,Nashik APMC,Tomato,08/11/2025,1836,2155,1996
Maharashtra,Nashik,Nashik APMC,Tomato,09/11/2025,1474,1731,1603
Maharashtra,Nashik,Nashik APMC,Tomato,10/11/2025,1549,1819,1684
Maharashtra,Nashik,Nashik APMC,Tomato,11/11/2025,1616,1897,1756
Maharashtra,Nashik,Nashik APMC,Tomato,12/11/2025,1743,2046,1894
Maharashtra,Nashik,Nashik APMC,Tomato,13/11/2025,1503,1764,1634
Maharashtra,Nashik,Nashik APMC,Tomato,14/11/2025,1572,1846,1709
Maharashtra,Nashik,Nashik APMC,Tomato,15/11/2025,1667,1957,1812
Maharashtra,Nashik,Nashik APMC,Tomato,16/11/2025,1640,1925,1782
Maharashtra,Nashik,Nashik APMC,Tomato,17/11/2025,1571,1844,1707
Maharashtra,Nashik,Nashik APMC,Tomato,18/11/2025,1596,1873,1734
Maharashtra,Nashik,Nashik APMC,Tomato,19/11/2025,1488,1747,1617
Maharashtra,Nashik,Nashik APMC,Tomato,20/11/2025,1593,1870,1732
Maharashtra,Nashik,Nashik APMC,Tomato,21/11/2025,1594,1871,1733
Maharashtra,Nashik,Nashik APMC,Tomato,22/11/2025,1642,1928,1785
Maharashtra,Nashik,Nashik APMC,Tomato,23/11/2025,1576,1850,1713
Maharashtra,Nashik,Nashik APMC,Tomato,24/11/2025,1671,1962,1816
Maharashtra,Nashik,Nashik APMC,Tomato,25/11/2025,1723,2023,1873
Maharashtra,Nashik,Nashik APMC,Tomato,26/11/2025,1650,1937,1794
Maharashtra,Nashik,Nashik APMC,Tomato,27/11/2025,1672,1962,1817
Maharashtra,Nashik,Nashik APMC,Tomato,28/11/2025,1649,1936,1792
Maharashtra,Nashik,Nashik APMC,Tomato,29/11/2025,1648,1935,1791
Maharashtra,Nashik,Nashik APMC,Tomato,30/11/2025,1587,1864,1726
Maharashtra,Nashik,Nashik APMC,Tomato,01/12/2025,1684,1977,1831
Maharashtra,Nashik,Nashik APMC,Tomato,02/12/2025,1651,1939,1795
Maharashtra,Nashik,Nashik APMC,Tomato,03/12/2025,1851,2173,2012
Maharashtra,Nashik,Nashik APMC,Tomato,04/12/2025,1809,2124,1966
Maharashtra,Nashik,Nashik APMC,Tomato,05/12/2025,1707,2004,1855
Maharashtra,Nashik,Nashik APMC,Tomato,06/12/2025,1608,1888,1748
Maharashtra,Nashik,Nashik APMC,Tomato,07/12/2025,1581,1856,1719
Maharashtra,Nashik,Nashik APMC,Tomato,08/12/2025,1792,2103,1947
Maharashtra,Nashik,Nashik APMC,Tomato,09/12/2025,1713,2011,1862
Maharashtra,Nashik,Nashik APMC,Tomato,10/12/2025,1737,2039,1888
Maharashtra,Nashik,Nashik APMC,Tomato,11/12/2025,1542,1810,1676
Maharashtra,Nashik,Nashik APMC,Tomato,12/12/2025,1785,2096,1940
Maharashtra,Nashik,Nashik APMC,Tomato,13/12/2025,1747,2051,1899
Maharashtra,Nashik,Nashik APMC,Tomato,14/12/2025,1612,1892,1752
Maharashtra,Nashik,Nashik APMC,Tomato,15/12/2025,1673,1964,1819
Maharashtra,Nashik,Nashik APMC,Tomato,16/12/2025,1744,2047,1895
Maharashtra,Nashik,Nashik APMC,Tomato,17/12/2025,1729,2030,1880
Maharashtra,Nashik,Nashik APMC,Tomato,18/12/2025,1703,1999,1851
Maharashtra,Nashik,Nashik APMC,Tomato,19/12/2025,1724,2024,1874
Maharashtra,Nashik,Nashik APMC,Tomato,20/12/2025,1715,2014,1865
Maharashtra,Nashik,Nashik APMC,Tomato,21/12/2025,1756,2062,1909
Maharashtra,Nashik,Nashik APMC,Tomato,22/12/2025,1879,2205,2042
Maharashtra,Nashik,Nashik APMC,Tomato,23/12/2025,1522,1787,1654
Maharashtra,Nashik,Nashik APMC,Tomato,24/12/2025,1735,2037,1886
Maharashtra,Nashik,Nashik APMC,Tomato,25/12/2025,1777,2086,1931
Maharashtra,Nashik,Nashik APMC,Tomato,26/12/2025,1792,2104,1948
Maharashtra,Nashik,Nashik APMC,Tomato,27/12/2025,1737,2039,1888
Maharashtra,Nashik,Nashik APMC,Tomato,28/12/2025,1618,1899,1758
Maharashtra,Nashik,Nashik APMC,Tomato,29/12/2025,1809,2123,1966
Maharashtra,Nashik,Nashik APMC,Tomato,30/12/2025,1938,2275,2107
Maharashtra,Nashik,Nashik APMC,Tomato,31/12/2025,1651,1939,1795
Maharashtra,Nashik,Nashik APMC,Tomato,01/01/2026,1870,2196,2033
Maharashtra,Nashik,Nashik APMC,Tomato,02/01/2026,1768,2076,1922
Maharashtra,Nashik,Nashik APMC,Tomato,03/01/2026,1797,2109,1953
Maharashtra,Nashik,Nashik APMC,Tomato,04/01/2026,1713,2011,1862
Maharashtra,Nashik,Nashik APMC,Tomato,05/01/2026,1782,2091,1937
Maharashtra,Nashik,Nashik APMC,Tomato,06/01/2026,1932,2268,2100
Maharashtra,Nashik,Nashik APMC,Tomato,07/01/2026,1873,2199,2036
Maharashtra,Nashik,Nashik APMC,Tomato,08/01/2026,1980,2325,2152
Maharashtra,Nashik,Nashik APMC,Tomato,09/01/2026,1935,2272,2103
Maharashtra,Nashik,Nashik APMC,Tomato,10/01/2026,1874,2200,2037
Maharashtra,Nashik,Nashik APMC,Tomato,11/01/2026,1995,2342,2168
Maharashtra,Nashik,Nashik APMC,Tomato,12/01/2026,1883,2210,2046
Maharashtra,Nashik,Nashik APMC,Tomato,13/01/2026,1922,2256,2089
Maharashtra,Nashik,Nashik APMC,Tomato,14/01/2026,1826,2144,1985
Maharashtra,Nashik,Nashik APMC,Tomato,15/01/2026,1863,2187,2025
Maharashtra,Nashik,Nashik APMC,Tomato,16/01/2026,1799,2112,1956
Maharashtra,Nashik,Nashik APMC,Tomato,17/01/2026,1954,2294,2124
Maharashtra,Nashik,Nashik APMC,Tomato,18/01/2026,1765,2072,1918
Maharashtra,Nashik,Nashik APMC,Tomato,19/01/2026,1945,2283,2114
Maharashtra,Nashik,Nashik APMC,Tomato,20/01/2026,1862,2186,2024
Maharashtra,Nashik,Nashik APMC,Tomato,21/01/2026,1988,2334,2161
Maharashtra,Nashik,Nashik APMC,Tomato,22/01/2026,1955,2295,2125
Maharashtra,Nashik,Nashik APMC,Tomato,23/01/2026,2055,2412,2233
Maharashtra,Nashik,Nashik APMC,Tomato,24/01/2026,1962,2303,2132
Maharashtra,Nashik,Nashik APMC,Tomato,25/01/2026,1760,2066,1913
Maharashtra,Nashik,Nashik APMC,Tomato,26/01/2026,1899,2229,2064
Maharashtra,Nashik,Nashik APMC,Tomato,27/01/2026,1804,2118,1961
Maharashtra,Nashik,Nashik APMC,Tomato,28/01/2026,1866,2191,2029
Maharashtra,Nashik,Nashik APMC,Tomato,29/01/2026,2052,2409,2230
Maharashtra,Nashik,Nashik APMC,Tomato,30/01/2026,1978,2322,2150
Maharashtra,Nashik,Nashik APMC,Tomato,31/01/2026,1862,2186,2024
Maharashtra,Nashik,Nashik APMC,Tomato,01/02/2026,1838,2158,1998
Maharashtra,Nashik,Nashik APMC,Tomato,02/02/2026,1936,2272,2104
Maharashtra,Nashik,Nashik APMC,Tomato,03/02/2026,1828,2146,1987
Maharashtra,Nashik,Nashik APMC,Tomato,04/02/2026,1880,2208,2044
Maharashtra,Nashik,Nashik APMC,Tomato,05/02/2026,1972,2315,2144
Maharashtra,Nashik,Nashik APMC,Tomato,06/02/2026,2051,2408,2230
Maharashtra,Nashik,Nashik APMC,Tomato,07/02/2026,2006,2355,2181
Maharashtra,Nashik,Nashik APMC,Tomato,08/02/2026,1750,2055,1903
Maharashtra,Nashik,Nashik APMC,Tomato,09/02/2026,1986,2332,2159
Maharashtra,Nashik,Nashik APMC,Tomato,10/02/2026,1969,2311,2140
Maharashtra,Nashik,Nashik APMC,Tomato,11/02/2026,2003,2351,2177
Maharashtra,Nashik,Nashik APMC,Tomato,12/02/2026,2114,2482,2298
Maharashtra,Nashik,Nashik APMC,Tomato,13/02/2026,1788,2099,1944
Maharashtra,Nashik,Nashik APMC,Tomato,14/02/2026,1923,2258,2091
Maharashtra,Nashik,Nashik APMC,Tomato,15/02/2026,2032,2386,2209
